year,month,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units,date,state,year_quarter,month_name
2015,10,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),129548.0,MMCF,2015-10-01,TX,2015Q4,October
2015,10,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),10532.0,MMCF,2015-10-01,TX,2015Q4,October
2015,11,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),137582.0,MMCF,2015-11-01,TX,2015Q4,November
2015,11,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),361.0,MMCF,2015-11-01,TX,2015Q4,November
2015,11,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),108509.0,MMCF,2015-11-01,TX,2015Q4,November
2015,11,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),11027.0,MMCF,2015-11-01,TX,2015Q4,November
2015,11,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),13714.0,MMCF,2015-11-01,TX,2015Q4,November
2015,11,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),271193.0,MMCF,2015-11-01,TX,2015Q4,November
2015,12,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),313833.0,MMCF,2015-12-01,TX,2015Q4,December
2015,12,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),18914.0,MMCF,2015-12-01,TX,2015Q4,December
2015,12,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),121199.0,MMCF,2015-12-01,TX,2015Q4,December
2015,12,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),373.0,MMCF,2015-12-01,TX,2015Q4,December
2015,12,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),28033.0,MMCF,2015-12-01,TX,2015Q4,December
2015,12,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),145313.0,MMCF,2015-12-01,TX,2015Q4,December
2016,1,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),122753.0,MMCF,2016-01-01,TX,2016Q1,January
2016,1,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),142240.0,MMCF,2016-01-01,TX,2016Q1,January
2016,1,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),330283.0,MMCF,2016-01-01,TX,2016Q1,January
2016,1,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),41423.0,MMCF,2016-01-01,TX,2016Q1,January
2016,1,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),328.0,MMCF,2016-01-01,TX,2016Q1,January
2016,1,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),23538.0,MMCF,2016-01-01,TX,2016Q1,January
2016,2,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),18764.0,MMCF,2016-02-01,TX,2016Q1,February
2016,2,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),30067.0,MMCF,2016-02-01,TX,2016Q1,February
2016,2,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),285885.0,MMCF,2016-02-01,TX,2016Q1,February
2016,2,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),307.0,MMCF,2016-02-01,TX,2016Q1,February
2016,2,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),131520.0,MMCF,2016-02-01,TX,2016Q1,February
2016,2,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),105227.0,MMCF,2016-02-01,TX,2016Q1,February
2016,3,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),16632.0,MMCF,2016-03-01,TX,2016Q1,March
2016,3,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),289057.0,MMCF,2016-03-01,TX,2016Q1,March
2016,3,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),137784.0,MMCF,2016-03-01,TX,2016Q1,March
2016,3,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),328.0,MMCF,2016-03-01,TX,2016Q1,March
2016,3,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),119813.0,MMCF,2016-03-01,TX,2016Q1,March
2016,3,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),14500.0,MMCF,2016-03-01,TX,2016Q1,March
2016,4,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),269291.0,MMCF,2016-04-01,TX,2016Q2,April
2016,4,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),126871.0,MMCF,2016-04-01,TX,2016Q2,April
2016,4,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),12955.0,MMCF,2016-04-01,TX,2016Q2,April
2016,4,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),318.0,MMCF,2016-04-01,TX,2016Q2,April
2016,4,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),117564.0,MMCF,2016-04-01,TX,2016Q2,April
2016,4,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),11584.0,MMCF,2016-04-01,TX,2016Q2,April
2016,5,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),328.0,MMCF,2016-05-01,TX,2016Q2,May
2016,5,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),7373.0,MMCF,2016-05-01,TX,2016Q2,May
2016,5,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),10404.0,MMCF,2016-05-01,TX,2016Q2,May
2016,5,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),132444.0,MMCF,2016-05-01,TX,2016Q2,May
2016,5,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),279180.0,MMCF,2016-05-01,TX,2016Q2,May
2016,5,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),128630.0,MMCF,2016-05-01,TX,2016Q2,May
2016,6,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),151466.0,MMCF,2016-06-01,TX,2016Q2,June
2016,6,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),11194.0,MMCF,2016-06-01,TX,2016Q2,June
2016,6,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),7078.0,MMCF,2016-06-01,TX,2016Q2,June
2016,6,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),128351.0,MMCF,2016-06-01,TX,2016Q2,June
2016,6,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),298407.0,MMCF,2016-06-01,TX,2016Q2,June
2016,6,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),318.0,MMCF,2016-06-01,TX,2016Q2,June
2016,7,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),170485.0,MMCF,2016-07-01,TX,2016Q3,July
2016,7,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),9940.0,MMCF,2016-07-01,TX,2016Q3,July
2016,7,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),328.0,MMCF,2016-07-01,TX,2016Q3,July
2016,7,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),142462.0,MMCF,2016-07-01,TX,2016Q3,July
2016,7,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),328972.0,MMCF,2016-07-01,TX,2016Q3,July
2016,7,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),5756.0,MMCF,2016-07-01,TX,2016Q3,July
2016,8,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),174678.0,MMCF,2016-08-01,TX,2016Q3,August
2016,8,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),143182.0,MMCF,2016-08-01,TX,2016Q3,August
2016,8,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),333459.0,MMCF,2016-08-01,TX,2016Q3,August
2016,8,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),5380.0,MMCF,2016-08-01,TX,2016Q3,August
2016,8,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),9890.0,MMCF,2016-08-01,TX,2016Q3,August
2016,8,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),328.0,MMCF,2016-08-01,TX,2016Q3,August
2016,9,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),9892.0,MMCF,2016-09-01,TX,2016Q3,September
2016,9,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),5353.0,MMCF,2016-09-01,TX,2016Q3,September
2016,9,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),136898.0,MMCF,2016-09-01,TX,2016Q3,September
2016,9,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),318.0,MMCF,2016-09-01,TX,2016Q3,September
2016,9,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),144410.0,MMCF,2016-09-01,TX,2016Q3,September
2016,9,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),296870.0,MMCF,2016-09-01,TX,2016Q3,September
2016,10,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),266076.0,MMCF,2016-10-01,TX,2016Q4,October
2016,10,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),328.0,MMCF,2016-10-01,TX,2016Q4,October
2016,10,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),111464.0,MMCF,2016-10-01,TX,2016Q4,October
2016,10,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),137229.0,MMCF,2016-10-01,TX,2016Q4,October
2016,10,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),10547.0,MMCF,2016-10-01,TX,2016Q4,October
2016,10,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),6508.0,MMCF,2016-10-01,TX,2016Q4,October
2016,11,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),94746.0,MMCF,2016-11-01,TX,2016Q4,November
2016,11,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),140148.0,MMCF,2016-11-01,TX,2016Q4,November
2016,11,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),12834.0,MMCF,2016-11-01,TX,2016Q4,November
2016,11,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),318.0,MMCF,2016-11-01,TX,2016Q4,November
2016,11,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),257158.0,MMCF,2016-11-01,TX,2016Q4,November
2016,11,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),9112.0,MMCF,2016-11-01,TX,2016Q4,November
2016,12,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),154444.0,MMCF,2016-12-01,TX,2016Q4,December
2016,12,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),29065.0,MMCF,2016-12-01,TX,2016Q4,December
2016,12,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),19848.0,MMCF,2016-12-01,TX,2016Q4,December
2016,12,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),328.0,MMCF,2016-12-01,TX,2016Q4,December
2016,12,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),89011.0,MMCF,2016-12-01,TX,2016Q4,December
2016,12,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),292696.0,MMCF,2016-12-01,TX,2016Q4,December
2017,1,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),39036.0,MMCF,2017-01-01,TX,2017Q1,January
2017,1,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),85861.0,MMCF,2017-01-01,TX,2017Q1,January
2017,1,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),294170.0,MMCF,2017-01-01,TX,2017Q1,January
2017,1,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),145245.0,MMCF,2017-01-01,TX,2017Q1,January
2017,1,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),23872.0,MMCF,2017-01-01,TX,2017Q1,January
2017,1,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),156.0,MMCF,2017-01-01,TX,2017Q1,January
2017,2,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),141.0,MMCF,2017-02-01,TX,2017Q1,February
2017,2,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),74362.0,MMCF,2017-02-01,TX,2017Q1,February
2017,2,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),22127.0,MMCF,2017-02-01,TX,2017Q1,February
2017,2,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),245170.0,MMCF,2017-02-01,TX,2017Q1,February
2017,2,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),16442.0,MMCF,2017-02-01,TX,2017Q1,February
2017,2,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),132098.0,MMCF,2017-02-01,TX,2017Q1,February
2017,3,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),156.0,MMCF,2017-03-01,TX,2017Q1,March
2017,3,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),262085.0,MMCF,2017-03-01,TX,2017Q1,March
2017,3,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),91146.0,MMCF,2017-03-01,TX,2017Q1,March
2017,3,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),14591.0,MMCF,2017-03-01,TX,2017Q1,March
2017,3,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),140169.0,MMCF,2017-03-01,TX,2017Q1,March
2017,3,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),16023.0,MMCF,2017-03-01,TX,2017Q1,March
2017,4,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),12118.0,MMCF,2017-04-01,TX,2017Q2,April
2017,4,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),246920.0,MMCF,2017-04-01,TX,2017Q2,April
2017,4,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),131686.0,MMCF,2017-04-01,TX,2017Q2,April
2017,4,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),9413.0,MMCF,2017-04-01,TX,2017Q2,April
2017,4,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),93553.0,MMCF,2017-04-01,TX,2017Q2,April
2017,4,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),151.0,MMCF,2017-04-01,TX,2017Q2,April
2017,5,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),109734.0,MMCF,2017-05-01,TX,2017Q2,May
2017,5,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),11196.0,MMCF,2017-05-01,TX,2017Q2,May
2017,5,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),132867.0,MMCF,2017-05-01,TX,2017Q2,May
2017,5,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),7747.0,MMCF,2017-05-01,TX,2017Q2,May
2017,5,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),156.0,MMCF,2017-05-01,TX,2017Q2,May
2017,5,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),261700.0,MMCF,2017-05-01,TX,2017Q2,May
2017,6,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),151.0,MMCF,2017-06-01,TX,2017Q2,June
2017,6,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),5821.0,MMCF,2017-06-01,TX,2017Q2,June
2017,6,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),145864.0,MMCF,2017-06-01,TX,2017Q2,June
2017,6,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),301718.0,MMCF,2017-06-01,TX,2017Q2,June
2017,6,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),10164.0,MMCF,2017-06-01,TX,2017Q2,June
2017,6,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),139718.0,MMCF,2017-06-01,TX,2017Q2,June
2017,7,STX,TEXAS,EPG0,Natural Gas,VGT,Delivered to Consumers,N3060TX2,Natural Gas Delivered to Consumers in Texas (Including Vehicle Fuel) (MMcf),342023.0,MMCF,2017-07-01,TX,2017Q3,July
2017,7,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),182748.0,MMCF,2017-07-01,TX,2017Q3,July
2017,7,STX,TEXAS,EPG0,Natural Gas,VIN,Industrial Consumption,N3035TX2,Texas Natural Gas Industrial Consumption (MMcf),142703.0,MMCF,2017-07-01,TX,2017Q3,July
2017,7,STX,TEXAS,EPG0,Natural Gas,VRS,Residential Consumption,N3010TX2,Texas Natural Gas Residential Consumption (MMcf),6000.0,MMCF,2017-07-01,TX,2017Q3,July
2017,7,STX,TEXAS,EPG0,Natural Gas,VCS,Commercial Consumption,N3020TX2,Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in Texas (MMcf),10416.0,MMCF,2017-07-01,TX,2017Q3,July
2017,7,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),156.0,MMCF,2017-07-01,TX,2017Q3,July
2017,8,STX,TEXAS,EPG0,Natural Gas,VDV,Vehicle Fuel Consumption,NA1570_STX_2,Texas Natural Gas Vehicle Fuel Consumption (MMcf),156.0,MMCF,2017-08-01,TX,2017Q3,August
2017,8,STX,TEXAS,EPG0,Natural Gas,VEU,Electric Power Consumption,N3045TX2,Texas Natural Gas Deliveries to Electric Power Consumers (MMcf),166870.0,MMCF,2017-08-01,TX,2017Q3,August
